WigleWifi-1.4,appRelease=2.25,model=LG-D722,release=5.0.2,device=jagnm,display=LRX22G.A1442060254,board=MSM8226,brand=lge,,,
24:c9:a1:33:38:38,Ariel_University,[ESS],2017-11-02 20:03:30,1,-91,32.10393236,35.20518173,647,15,WIFI
24:c9:a1:36:51:b8,Ariel_University,[ESS],2017-11-02 20:04:22,2,-70,32.1041068,35.2053136,659,20,WIFI
24:c9:a1:35:a6:98,Ariel_University,[ESS],2017-11-02 20:04:22,6,-78,32.1041068,35.2053136,659,20,WIFI
24:c9:a1:36:2f:38,Ariel_University,[ESS],2017-11-02 20:04:22,1,-90,32.1041068,35.2053136,659,20,WIFI
74:da:38:13:f4:8a,tatalex666_2EX,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 20:04:22,1,-100,32.1041068,35.2053136,659,20,WIFI
8c:0c:90:01:38:08,Ariel_University,[ESS],2017-11-02 20:04:22,6,-87,32.1041068,35.2053136,659,20,WIFI
24:c9:a1:33:34:68,Ariel_University,[ESS],2017-11-02 20:04:22,11,-67,32.1041068,35.2053136,659,20,WIFI
24:c9:a1:76:5c:73,island-365C70,[WPA2-PSK-CCMP][ESS],2017-11-02 20:04:49,11,-79,32.10453475,35.20540174,656,20,WIFI
74:da:38:13:f4:8a,tatalex666_2EX,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 20:04:49,1,-89,32.10453475,35.20540174,656,20,WIFI
a0:4f:d4:2b:11:c1,israela_2.4,[WPA2-PSK-CCMP][ESS],2017-11-02 20:04:49,1,-88,32.10453475,35.20540174,656,20,WIFI
8c:0c:90:2f:2b:98,Ariel_University,[ESS],2017-11-02 20:04:49,6,-86,32.10453475,35.20540174,656,20,WIFI
8c:0c:90:2f:cc:38,Ariel_University,[ESS],2017-11-02 20:04:49,11,-79,32.10453475,35.20540174,656,20,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],2017-11-02 20:04:49,1,-92,32.10453475,35.20540174,656,20,WIFI
8c:0c:90:2f:35:38,Ariel_University,[ESS],2017-11-02 20:04:49,6,-84,32.10453475,35.20540174,656,20,WIFI
24:c9:a1:35:d3:68,Ariel_University,[ESS],2017-11-02 20:04:49,11,-94,32.10453475,35.20540174,656,20,WIFI
24:c9:a1:35:d3:68,Ariel_University,[ESS],2017-11-02 20:04:49,11,-82,32.10453475,35.20540174,656,20,WIFI
24:c9:a1:75:e7:e3,island-35E7E0,[WPA2-PSK-CCMP][ESS],2017-11-02 20:04:49,11,-79,32.10453475,35.20540174,656,20,WIFI
8c:0c:90:2e:d4:58,Ariel_University,[ESS],2017-11-02 20:04:49,6,-80,32.10453475,35.20540174,656,20,WIFI
e0:10:7f:1a:99:f8,Ariel_University,[ESS],2017-11-02 20:04:49,6,-84,32.10453475,35.20540174,656,20,WIFI
6c:aa:b3:08:24:98,Ariel_University,[ESS],2017-11-02 20:04:49,1,-95,32.10453475,35.20540174,656,20,WIFI
24:c9:a1:75:e7:e3,island-35E7E0,[WPA2-PSK-CCMP][ESS],2017-11-02 20:05:20,11,-60,32.10500674,35.20557598,670,20,WIFI
8c:0c:90:2e:d4:58,Ariel_University,[ESS],2017-11-02 20:05:20,6,-72,32.10500674,35.20557598,670,20,WIFI
e0:10:7f:1a:99:f8,Ariel_University,[ESS],2017-11-02 20:05:20,6,-77,32.10500674,35.20557598,670,20,WIFI
e0:10:7f:1a:b2:58,Ariel_University,[ESS],2017-11-02 20:05:20,11,-86,32.10500674,35.20557598,670,20,WIFI
42503_6791_2105347,Pelephone,UNKNOWN;il,2017-11-02 20:05:20,0,-113,32.10500674,35.20557598,670,20,GSM
e0:10:7f:1a:99:f8,Ariel_University,[ESS],2017-11-02 20:05:20,6,-71,32.10500674,35.20557598,670,20,WIFI
e0:10:7f:1a:b2:58,Ariel_University,[ESS],2017-11-02 20:05:20,11,-72,32.10500674,35.20557598,670,20,WIFI
c4:e9:84:d0:40:5f,kar140_2.4GHz_100M,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 20:05:20,1,-94,32.10500674,35.20557598,670,20,WIFI
24:c9:a1:36:2a:68,Ariel_University,[ESS],2017-11-02 20:05:20,11,-80,32.10500674,35.20557598,670,20,WIFI
8c:0c:90:2d:79:78,Ariel_University,[ESS],2017-11-02 20:05:20,1,-83,32.10500674,35.20557598,670,20,WIFI
8c:0c:90:2e:e8:08,Ariel_University,[ESS],2017-11-02 20:05:20,11,-92,32.10500674,35.20557598,670,20,WIFI
e0:10:7f:1e:55:48,Ariel_University,[ESS],2017-11-02 20:05:20,1,-92,32.10500674,35.20557598,670,20,WIFI
e0:10:7f:1a:99:f8,Ariel_University,[ESS],2017-11-02 20:05:50,6,-51,32.10546896,35.20555072,652,29,WIFI
8c:0c:90:2d:79:78,Ariel_University,[ESS],2017-11-02 20:05:50,1,-78,32.10546896,35.20555072,652,29,WIFI
e0:10:7f:1e:55:48,Ariel_University,[ESS],2017-11-02 20:05:50,1,-86,32.10546896,35.20555072,652,29,WIFI
8c:0c:90:2f:ca:58,Ariel_University,[ESS],2017-11-02 20:05:50,3,-72,32.10546896,35.20555072,652,29,WIFI
e0:10:7f:1a:95:c8,Ariel_University,[ESS],2017-11-02 20:05:50,11,-76,32.10546896,35.20555072,652,29,WIFI
8c:0c:90:2f:36:48,Ariel_University,[ESS],2017-11-02 20:05:50,3,-84,32.10546896,35.20555072,652,29,WIFI
2c:5d:93:3e:f5:38,Ariel_University,[ESS],2017-11-02 20:05:50,6,-90,32.10546896,35.20555072,652,29,WIFI
8c:0c:90:2e:0e:88,Ariel_University,[ESS],2017-11-02 20:05:50,6,-94,32.10546896,35.20555072,652,29,WIFI
24:c9:a1:36:4d:c8,Ariel_University,[ESS],2017-11-02 20:05:50,11,-96,32.10546896,35.20555072,652,29,WIFI
8c:0c:90:2e:0e:88,Ariel_University,[ESS],2017-11-02 20:06:21,6,-80,32.1055698,35.20565482,670,16,WIFI
8c:0c:90:2e:0e:58,Ariel_University,[ESS],2017-11-02 20:06:21,11,-76,32.1055698,35.20565482,670,16,WIFI
8c:0c:90:2d:7a:58,Ariel_University,[ESS],2017-11-02 20:06:21,6,-75,32.1055698,35.20565482,670,16,WIFI
24:c9:a1:15:7c:18,Ariel_University,[ESS],2017-11-02 20:06:21,3,-84,32.1055698,35.20565482,670,16,WIFI
06:ae:db:52:51:55,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-02 20:06:21,6,-98,32.1055698,35.20565482,670,16,WIFI
f0:b0:52:3e:d9:b8,Ariel_University,[ESS],2017-11-02 20:06:21,1,-81,32.1055698,35.20565482,670,16,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],2017-11-02 20:06:21,1,-90,32.1055698,35.20565482,670,16,WIFI
ec:8c:a2:26:d2:98,Ariel_University,[ESS],2017-11-02 20:06:21,11,-92,32.1055698,35.20565482,670,16,WIFI
e0:10:7f:1e:55:48,Ariel_University,[ESS],2017-11-02 20:06:21,1,-80,32.1055698,35.20565482,670,16,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],2017-11-02 20:06:52,1,-83,32.10544845,35.20616761,659,11,WIFI
e0:10:7f:1e:55:48,Ariel_University,[ESS],2017-11-02 20:06:52,1,-70,32.10544845,35.20616761,659,11,WIFI
24:c9:a1:36:20:88,Ariel_University,[ESS],2017-11-02 20:06:52,1,-79,32.10544845,35.20616761,659,11,WIFI
06:ae:db:52:51:55,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-02 20:06:52,6,-83,32.10544845,35.20616761,659,11,WIFI
14:ae:db:52:51:55,abadi1,[WPA2-PSK-CCMP][ESS],2017-11-02 20:06:52,6,-85,32.10544845,35.20616761,659,11,WIFI
f0:b0:52:3e:ca:38,Ariel_University,[ESS],2017-11-02 20:06:52,11,-82,32.10544845,35.20616761,659,11,WIFI
1c:b9:c4:15:fd:68,Ariel_University,[ESS],2017-11-02 20:06:52,11,-89,32.10544845,35.20616761,659,11,WIFI
f0:b0:52:3e:ca:d8,Ariel_University,[ESS],2017-11-02 20:06:52,1,-94,32.10544845,35.20616761,659,11,WIFI
e0:10:7f:1a:99:f8,Ariel_University,[ESS],2017-11-02 20:07:24,6,-84,32.10557455,35.20680378,666,36,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],2017-11-02 20:07:24,1,-76,32.10557455,35.20680378,666,36,WIFI
f0:b0:52:3e:d9:b8,Ariel_University,[ESS],2017-11-02 20:07:24,1,-85,32.10557455,35.20680378,666,36,WIFI
f0:b0:52:3e:ca:38,Ariel_University,[ESS],2017-11-02 20:07:24,11,-68,32.10557455,35.20680378,666,36,WIFI
f0:b0:52:3e:ca:d8,Ariel_University,[ESS],2017-11-02 20:07:24,1,-75,32.10557455,35.20680378,666,36,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],2017-11-02 20:07:24,11,-81,32.10557455,35.20680378,666,36,WIFI
ec:8c:a2:26:d2:c8,Ariel_University,[ESS],2017-11-02 20:07:24,11,-96,32.10557455,35.20680378,666,36,WIFI
ec:8c:a2:08:a4:38,Ariel_University,[ESS],2017-11-02 20:07:24,11,-86,32.10557455,35.20680378,666,36,WIFI
f0:b0:52:3e:c8:d8,Ariel_University,[ESS],2017-11-02 20:07:24,11,-93,32.10557455,35.20680378,666,36,WIFI
1c:b9:c4:16:05:38,Ariel_University,[ESS],2017-11-02 20:07:24,11,-94,32.10557455,35.20680378,666,36,WIFI
24:c9:a1:36:50:98,Ariel_University,[ESS],2017-11-02 20:07:24,1,-94,32.10557455,35.20680378,666,36,WIFI
42503_6791_2105347,Pelephone,UNKNOWN;il,2017-11-02 20:07:24,0,-113,32.10557455,35.20680378,666,36,GSM
f0:b0:52:3e:ca:d8,Ariel_University,[ESS],2017-11-02 20:07:24,1,-70,32.10557455,35.20680378,666,36,WIFI
ec:8c:a2:26:d2:c8,Ariel_University,[ESS],2017-11-02 20:07:24,11,-86,32.10557455,35.20680378,666,36,WIFI
f0:b0:52:3e:c8:d8,Ariel_University,[ESS],2017-11-02 20:07:24,11,-87,32.10557455,35.20680378,666,36,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],2017-11-02 20:07:24,6,-87,32.10557455,35.20680378,666,36,WIFI
f0:b0:52:3e:c7:b8,Ariel_University,[ESS],2017-11-02 20:07:24,1,-91,32.10557455,35.20680378,666,36,WIFI
f0:b0:52:3e:d0:38,Ariel_University,[ESS],2017-11-02 20:07:24,11,-91,32.10557455,35.20680378,666,36,WIFI
f0:b0:52:3e:da:18,Ariel_University,[ESS],2017-11-02 20:07:24,6,-93,32.10557455,35.20680378,666,36,WIFI
1c:b9:c4:16:05:78,Ariel_University,[ESS],2017-11-02 20:07:24,6,-93,32.10557455,35.20680378,666,36,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],2017-11-02 20:08:16,11,-72,32.10559813,35.20726368,648,12,WIFI
f0:b0:52:3e:cc:18,Ariel_University,[ESS],2017-11-02 20:08:16,11,-92,32.10559813,35.20726368,648,12,WIFI
f0:b0:52:3e:d4:58,Ariel_University,[ESS],2017-11-02 20:08:16,11,-96,32.10559813,35.20726368,648,12,WIFI
f0:b0:52:3e:d8:e8,Ariel_University,[ESS],2017-11-02 20:08:16,6,-94,32.10559813,35.20726368,648,12,WIFI
ec:8c:a2:09:da:68,Ariel_University,[ESS],2017-11-02 20:08:16,6,-94,32.10559813,35.20726368,648,12,WIFI
f0:b0:52:3e:d1:38,Ariel_University,[ESS],2017-11-02 20:08:16,6,-96,32.10559813,35.20726368,648,12,WIFI
8c:0c:90:2d:7a:58,Ariel_University,[ESS],2017-11-02 20:08:16,6,-97,32.10559813,35.20726368,648,12,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],1970-01-01 02:00:00,11,-72,32.10544845,35.20616761,0,104.775314331055,WIFI
ec:8c:a2:26:d2:c8,Ariel_University,[ESS],1970-01-01 02:00:00,11,-80,32.10544845,35.20616761,0,104.775314331055,WIFI
f0:b0:52:3e:cc:18,Ariel_University,[ESS],1970-01-01 02:00:00,11,-92,32.10544845,35.20616761,0,104.775314331055,WIFI
f0:b0:52:3e:d4:58,Ariel_University,[ESS],1970-01-01 02:00:00,11,-93,32.10544845,35.20616761,0,104.775314331055,WIFI
f0:b0:52:3e:d8:e8,Ariel_University,[ESS],1970-01-01 02:00:00,6,-94,32.10544845,35.20616761,0,104.775314331055,WIFI
ec:8c:a2:09:da:68,Ariel_University,[ESS],1970-01-01 02:00:00,6,-94,32.10544845,35.20616761,0,104.775314331055,WIFI
f0:b0:52:3e:d1:38,Ariel_University,[ESS],1970-01-01 02:00:00,6,-96,32.10544845,35.20616761,0,104.775314331055,WIFI
8c:0c:90:2d:7a:58,Ariel_University,[ESS],1970-01-01 02:00:00,6,-97,32.10544845,35.20616761,0,104.775314331055,WIFI
f0:b0:52:3e:ca:d8,Ariel_University,[ESS],2017-11-02 20:09:43,1,-92,32.10459632,35.20785727,681,29,WIFI
ec:8c:a2:26:d2:c8,Ariel_University,[ESS],2017-11-02 20:09:43,11,-86,32.10459632,35.20785727,681,29,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],2017-11-02 20:09:43,6,-92,32.10459632,35.20785727,681,29,WIFI
f0:b0:52:3e:d0:38,Ariel_University,[ESS],2017-11-02 20:09:43,11,-90,32.10459632,35.20785727,681,29,WIFI
f0:b0:52:3e:da:18,Ariel_University,[ESS],2017-11-02 20:09:43,6,-91,32.10459632,35.20785727,681,29,WIFI
ec:8c:a2:09:da:68,Ariel_University,[ESS],2017-11-02 20:09:43,6,-94,32.10459632,35.20785727,681,29,WIFI
1c:b9:c4:15:1c:b8,Ariel_University,[ESS],2017-11-02 20:09:43,1,-95,32.10459632,35.20785727,681,29,WIFI
1c:b9:c4:14:38:28,Ariel_University,[ESS],2017-11-02 20:09:43,6,-89,32.10459632,35.20785727,681,29,WIFI
ec:8c:a2:08:92:48,Ariel_University,[ESS],2017-11-02 20:09:43,11,-86,32.10459632,35.20785727,681,29,WIFI
ec:8c:a2:08:a9:28,Ariel_University,[ESS],2017-11-02 20:09:43,11,-94,32.10459632,35.20785727,681,29,WIFI
84:c9:b2:4a:e7:87,dlink,[WPS][ESS],2017-11-02 20:09:43,2,-95,32.10459632,35.20785727,681,29,WIFI
42503_6791_2105347,Pelephone,UNKNOWN;il,2017-11-02 20:09:43,0,-113,32.10459632,35.20785727,681,29,GSM
ec:8c:a2:08:7b:88,Ariel_University,[ESS],2017-11-02 20:10:09,6,-90,32.10427162,35.20794828,692,10,WIFI
00:25:86:cc:00:f8,AUC_54_R,[ESS],2017-11-02 20:10:09,5,-86,32.10427162,35.20794828,692,10,WIFI
ec:8c:a2:08:a9:28,Ariel_University,[ESS],2017-11-02 20:10:09,11,-87,32.10427162,35.20794828,692,10,WIFI
ec:8c:a2:0a:11:88,Ariel_University,[ESS],2017-11-02 20:10:09,1,-93,32.10427162,35.20794828,692,10,WIFI
ec:8c:a2:08:7b:88,Ariel_University,[ESS],2017-11-02 20:10:30,6,-79,32.10401797,35.20771098,688,19,WIFI
ec:8c:a2:08:7a:18,Ariel_University,[ESS],2017-11-02 20:10:58,1,-82,32.10357623,35.20742911,682,29,WIFI
ec:8c:a2:09:03:38,Ariel_University,[ESS],2017-11-02 20:10:58,1,-88,32.10357623,35.20742911,682,29,WIFI
ec:8c:a2:08:a9:38,Ariel_University,[ESS],2017-11-02 20:10:58,6,-92,32.10357623,35.20742911,682,29,WIFI
ec:8c:a2:08:90:c8,Ariel_University,[ESS],2017-11-02 20:10:58,11,-94,32.10357623,35.20742911,682,29,WIFI
ec:8c:a2:09:0c:c8,Ariel_University,[ESS],2017-11-02 20:10:58,1,-96,32.10357623,35.20742911,682,29,WIFI
ec:8c:a2:09:8c:38,Ariel_University,[ESS],2017-11-02 20:10:58,1,-87,32.10357623,35.20742911,682,29,WIFI
1c:b9:c4:16:f4:78,Ariel_University,[ESS],2017-11-02 20:10:58,1,-91,32.10357623,35.20742911,682,29,WIFI
42503_6791_2105347,Pelephone,UNKNOWN;il,2017-11-02 20:10:58,0,-113,32.10357623,35.20742911,682,29,GSM
ec:8c:a2:09:0c:c8,Ariel_University,[ESS],2017-11-02 20:11:28,1,-90,32.10346503,35.20791746,684,10,WIFI
f4:cb:52:f0:4f:35,Huawei_ALE_17a1,[WPA2-PSK-CCMP][ESS],2017-11-02 20:11:28,11,-85,32.10346503,35.20791746,684,10,WIFI
90:8d:78:55:1d:16,norden,[WPA2-PSK-CCMP][ESS],2017-11-02 20:11:28,10,-95,32.10346503,35.20791746,684,10,WIFI
1c:b9:c4:16:d2:88,Ariel_University,[ESS],2017-11-02 20:11:28,11,-86,32.10346503,35.20791746,684,10,WIFI
ec:8c:a2:08:78:38,Ariel_University,[ESS],2017-11-02 20:11:28,1,-82,32.10346503,35.20791746,684,10,WIFI
ec:8c:a2:08:a9:38,Ariel_University,[ESS],2017-11-02 20:11:28,6,-84,32.10346503,35.20791746,684,10,WIFI
f4:f2:6d:5e:9e:eb,Stern19,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 20:11:28,6,-87,32.10346503,35.20791746,684,10,WIFI
14:ae:db:cf:86:f5,Biren2809,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 20:11:28,11,-87,32.10346503,35.20791746,684,10,WIFI
14:ae:db:57:60:c5,Nata,[WPA2-PSK-CCMP][ESS],2017-11-02 20:11:28,11,-90,32.10346503,35.20791746,684,10,WIFI
c4:12:f5:3f:d1:75,natasha,[WPA2-PSK-CCMP][ESS],2017-11-02 20:11:28,1,-92,32.10346503,35.20791746,684,10,WIFI
e8:94:f6:d5:98:86,TP-LINK_D59886,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 20:11:28,3,-93,32.10346503,35.20791746,684,10,WIFI
d0:0f:6d:c0:fe:7f,natali,[WPA2-PSK-CCMP][ESS],2017-11-02 20:11:28,8,-94,32.10346503,35.20791746,684,10,WIFI
00:21:04:4c:2a:a2,Yan,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 20:11:28,6,-96,32.10346503,35.20791746,684,10,WIFI
ec:8c:a2:09:03:38,Ariel_University,[ESS],2017-11-02 20:11:46,1,-83,32.10341606,35.20816842,666,11,WIFI
d0:0f:6d:c0:fe:7f,natali,[WPA2-PSK-CCMP][ESS],2017-11-02 20:11:46,8,-89,32.10341606,35.20816842,666,11,WIFI
c4:04:15:0f:75:b6,super-WIFI_2.4,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 20:11:46,1,-92,32.10341606,35.20816842,666,11,WIFI
ec:08:6b:39:95:c8,Salon,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 20:11:46,9,-93,32.10341606,35.20816842,666,11,WIFI
6c:b0:ce:39:89:e7,amfisa2.4,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 20:11:46,11,-96,32.10341606,35.20816842,666,11,WIFI
d4:6e:0e:3c:2c:3a,natali,[WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 20:11:46,8,-98,32.10341606,35.20816842,666,11,WIFI
5a:b0:ce:39:89:e4,Bezeq Free RA36CA,[ESS],2017-11-02 20:11:46,11,-93,32.10341606,35.20816842,666,11,WIFI
10:be:f5:39:8f:f2,LARISA,[WPA2-PSK-CCMP][ESS],2017-11-02 20:11:46,9,-87,32.10341606,35.20816842,666,11,WIFI
90:8d:78:55:1d:16,norden,[WPA2-PSK-CCMP][ESS],2017-11-02 20:11:46,10,-90,32.10341606,35.20816842,666,11,WIFI
00:12:2a:39:2c:3c,netbox-550b,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 20:11:46,1,-85,32.10341606,35.20816842,666,11,WIFI
b0:48:7a:a1:80:8c,Knoch,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 20:11:46,4,-93,32.10341606,35.20816842,666,11,WIFI
78:11:dc:1a:cf:d0,TamiRacheli,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 20:11:46,8,-91,32.10341606,35.20816842,666,11,WIFI
10:be:f5:a7:b4:f4,Home,[WPA2-PSK-CCMP][ESS],2017-11-02 20:11:46,9,-93,32.10341606,35.20816842,666,11,WIFI
14:ae:db:cf:1e:e5,BEZEQINT-1EE1,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 20:11:46,6,-95,32.10341606,35.20816842,666,11,WIFI
80:37:73:d7:ab:3a,Hoom_2.4,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 20:11:46,1,-95,32.10341606,35.20816842,666,11,WIFI
14:ae:db:43:88:35,BEZEQINT-8831,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 20:11:46,6,-95,32.10341606,35.20816842,666,11,WIFI
d0:0f:6d:f1:35:2f,Sveta,[WPA2-PSK-CCMP][ESS],2017-11-02 20:11:46,4,-96,32.10341606,35.20816842,666,11,WIFI
1c:b9:c4:16:f1:98,Ariel_University,[ESS],2017-11-02 20:11:46,6,-94,32.10341606,35.20816842,666,11,WIFI
6a:37:73:d7:ab:3b,Bezeq Free AA107B,[ESS],2017-11-02 20:11:46,1,-94,32.10341606,35.20816842,666,11,WIFI
1c:b9:c4:14:33:c8,Ariel_University,[ESS],2017-11-02 20:11:46,11,-95,32.10341606,35.20816842,666,11,WIFI
c0:ac:54:f5:ff:4b,YanivIsGay,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 20:12:19,11,-91,32.10338326,35.20842735,675,11,WIFI
14:ae:db:cb:05:f5,Mama,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 20:12:19,11,-98,32.10338326,35.20842735,675,11,WIFI
ec:8c:a2:08:94:18,Ariel_University,[ESS],2017-11-02 20:12:19,1,-84,32.10338326,35.20842735,675,11,WIFI
